NAME,AC_NAME,CD_BLOCK,C11_CODE,T_Househol,T_Popu,M_Popu,F_Popu,T_0_6_Yrs,M_0_6_Yrs,F_0_6_Yrs,T_SC_Popu,M_SC_Popu,F_SC_Popu,T_ST_Popu,M_ST_Popu,F_ST_Popu,T_Literate,M_Literate,F_Literate,T_Illitera,M_Illitera,F_Illitera,T_Workers,M_Workers,F_Workers,T_Mn_Wkers,M_Mn_Wkers,F_Mn_Wkers,T_Mn_Culti,M_Mn_Culti,F_Mn_Culti,T_Mn_Agr_L,M_Mn_Agr_L,F_Mn_Agr_L,T_Mn_HH_IW,M_Mn_HH_IW,F_Mn_HH_IW,T_Mn_OWker,M_Mn_OWker,F_Mn_OWker,T_Mg_Wkers,M_Mg_Wkers,F_Mg_Wkers,T_Mg_Culti,M_Mg_Culti,F_Mg_Culti,T_Mg_A_Lab,M_Mg_A_Lab,F_Mg_A_Lab,T_Mg_HH_IW,M_Mg_HH_IW,F_Mg_HH_IW,T_Mg_O_W,M_Mg_O_W,F_Mg_O_W,T_Mg_W_3_6,M_Mg_W_3_6,F_Mg_W_3_6,T_Mg_C_3_6,M_Mg_C_3_6,F_Mg_C_3_6,T_Mg_AL3_6,M_Mg_AL3_6,F_Mg_AL3_6,T_Mg_HIW36,M_Mg_HIW36,F_Mg_HIW36,T_Mg_OW3_6,M_Mg_OW3_6,F_Mg_OW3_6,T_Mg_W_0_3,M_Mg_W_0_3,F_Mg_W_0_3,T_Mg_C_0_3,M_Mg_C_0_3,F_Mg_C_0_3,T_Mg_AL0_3,M_Mg_AL0_3,F_Mg_AL0_3,T_Mg_HIW03,M_Mg_HIW03,F_Mg_HIW03,T_Mg_OW0_3,M_Mg_OW0_3,F_Mg_OW0_3,T_NWkers_P,M_NWkers_P,F_NWkers_P
Wahtyrthi,,,278410,41,197,94,103,26,9,17,171,80,91,18,10,8,143,77,66,54,17,37,73,60,13,72,59,13,1,1,0,1,1,0,2,2,0,68,55,13,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,34,90
Ryngksaw,,,278409,29,160,81,79,34,20,14,0,0,0,160,81,79,80,33,47,80,48,32,84,42,42,78,41,37,70,37,33,4,4,0,0,0,0,4,0,4,6,1,5,6,1,5,0,0,0,0,0,0,0,0,0,6,1,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,39,37
Sohlaper,,,278408,29,160,73,87,51,21,30,0,0,0,160,73,87,85,35,50,75,38,37,53,34,19,43,31,12,27,22,5,12,9,3,0,0,0,4,0,4,10,3,7,0,0,0,9,3,6,1,0,1,0,0,0,8,3,5,0,0,0,7,3,4,1,0,1,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,107,39,68
Mawthliew,,,278413,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Niur,,,278418,56,255,126,129,61,31,30,0,0,0,252,124,128,111,49,62,144,77,67,86,58,28,85,58,27,3,3,0,76,53,23,0,0,0,6,2,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,68,101
Mapynthaw,,,278422,88,499,237,262,100,55,45,0,0,0,498,236,262,309,134,175,190,103,87,177,102,75,167,102,65,25,11,14,34,16,18,0,0,0,108,75,33,10,0,10,0,0,0,2,0,2,0,0,0,8,0,8,6,0,6,0,0,0,2,0,2,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,322,135,187
Iewpomtiah,,,278421,117,639,323,316,123,64,59,0,0,0,637,322,315,507,256,251,132,67,65,300,148,152,288,144,144,201,120,81,1,0,1,46,3,43,40,21,19,12,4,8,0,0,0,0,0,0,3,0,3,9,4,5,12,4,8,0,0,0,0,0,0,3,0,3,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,175,164
Madan-Langning,,,278425,126,788,403,385,213,108,105,0,0,0,784,400,384,329,145,184,459,258,201,409,225,184,389,219,170,373,210,163,1,1,0,0,0,0,15,8,7,20,6,14,7,5,2,1,0,1,6,1,5,6,0,6,9,2,7,2,1,1,0,0,0,4,1,3,3,0,3,11,4,4,5,4,1,1,0,1,2,0,2,3,0,3,379,178,201
Thynroit,,,278429,545,3503,1740,1763,920,456,464,0,0,0,3473,1723,1750,1804,817,987,1699,923,776,1698,883,815,1670,873,797,1536,788,748,12,5,7,3,2,1,119,78,41,28,10,18,11,4,7,0,0,0,1,1,0,16,5,11,24,8,16,8,3,5,0,0,0,1,1,0,15,4,11,4,2,2,3,1,2,0,0,0,0,0,0,1,1,0,1805,857,948
Umsning,,,278435,110,685,332,353,210,99,111,0,0,0,678,329,349,387,184,203,298,148,150,299,147,152,291,143,148,286,140,146,0,0,0,0,0,0,5,3,2,8,4,4,0,0,0,0,0,0,0,0,0,8,4,4,6,2,4,0,0,0,0,0,0,0,0,0,6,2,4,2,2,2,0,0,0,0,0,0,0,0,0,2,2,0,386,185,201
Umsham,,,278460,55,237,102,135,48,21,27,0,0,0,229,99,130,87,32,55,150,70,80,108,50,58,106,50,56,1,0,1,26,9,17,0,0,0,79,41,38,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,52,77
Madan Demkhlieng,,,278466,52,267,128,139,53,27,26,0,0,0,266,127,139,141,64,77,126,64,62,144,73,71,143,72,71,0,0,0,0,0,0,0,0,0,143,72,71,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,55,68
Iewrynghep,,,278470,72,420,208,212,94,44,50,0,0,0,416,206,210,259,120,139,161,88,73,155,97,58,154,97,57,105,64,41,23,16,7,0,0,0,26,17,9,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,111,154
Rangmudi,,,278468,11,75,45,30,12,6,6,0,0,0,75,45,30,43,27,16,32,18,14,42,29,13,28,19,9,6,6,0,0,0,0,0,0,0,22,13,9,14,10,4,0,0,0,3,3,0,0,0,0,11,7,4,12,9,3,0,0,0,3,3,0,0,0,0,9,6,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,33,16,17
Mawlyngot,,,278469,41,201,105,96,42,23,19,0,0,0,199,105,94,114,55,59,87,50,37,85,50,35,82,49,33,39,23,16,2,2,0,0,0,0,41,24,17,3,1,2,2,1,1,0,0,0,0,0,0,1,0,1,3,1,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,55,61
Siltham,,,278473,46,198,96,102,41,21,20,0,0,0,197,95,102,65,30,35,133,66,67,120,58,62,117,56,61,0,0,0,0,0,0,0,0,0,117,56,61,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,38,40
Khlieh-a-sem,,,278482,91,482,235,247,120,53,67,0,0,0,481,235,246,253,118,135,229,117,112,214,135,79,183,126,57,158,105,53,9,6,3,0,0,0,16,15,1,31,9,22,24,6,18,4,2,2,0,0,0,3,1,2,13,4,9,11,2,9,1,1,0,0,0,0,1,1,0,18,5,5,13,4,9,3,1,2,0,0,0,2,0,2,268,100,168
Mawjam,,,278487,45,249,109,140,59,25,34,0,0,0,249,109,140,118,44,74,131,65,66,122,62,60,100,59,41,19,16,3,0,0,0,0,0,0,81,43,38,22,3,19,0,0,0,0,0,0,0,0,0,22,3,19,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,19,3,3,0,0,0,0,0,0,0,0,0,19,3,16,127,47,80
Synrangsohnoh,,,278498,28,117,61,56,26,13,13,0,0,0,117,61,56,72,37,35,45,24,21,41,29,12,29,22,7,18,15,3,4,2,2,0,0,0,7,5,2,12,7,5,2,1,1,10,6,4,0,0,0,0,0,0,12,7,5,2,1,1,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,32,44
Laitthemlangsah,,,278504,18,86,47,39,15,8,7,0,0,0,86,47,39,58,31,27,28,16,12,53,29,24,39,21,18,14,3,11,14,12,2,0,0,0,11,6,5,14,8,6,11,7,4,3,1,2,0,0,0,0,0,0,6,4,2,3,3,0,3,1,2,0,0,0,0,0,0,8,4,4,8,4,4,0,0,0,0,0,0,0,0,0,33,18,15
Lumpyllun,,,278503,28,137,71,66,26,11,15,0,0,0,137,71,66,93,45,48,44,26,18,62,37,25,54,30,24,37,14,23,0,0,0,0,0,0,17,16,1,8,7,1,0,0,0,6,5,1,0,0,0,2,2,0,8,7,1,0,0,0,6,5,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,34,41
12th Mer,,,278507,338,1915,978,937,421,216,205,0,0,0,1906,975,931,1010,497,513,905,481,424,691,490,201,491,352,139,169,107,62,187,124,63,60,59,1,75,62,13,200,138,62,29,18,11,106,65,41,33,32,1,32,23,9,197,136,61,29,18,11,106,65,41,33,32,1,29,21,8,3,2,2,0,0,0,0,0,0,0,0,0,3,2,1,1224,488,736
Lyngkynshieh,,,278508,43,240,102,138,44,16,28,0,0,0,240,102,138,173,76,97,67,26,41,106,49,57,102,47,55,33,9,24,1,0,1,0,0,0,68,38,30,4,2,2,1,0,1,0,0,0,0,0,0,3,2,1,4,2,2,1,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,53,81
Kyrdemkhla,,,278510,58,320,173,147,47,27,20,0,0,0,320,173,147,235,128,107,85,45,40,166,85,81,162,84,78,135,71,64,10,2,8,0,0,0,17,11,6,4,1,3,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,3,1,2,154,88,66
Kyntonsyrwa,,,278511,47,229,113,116,59,29,30,0,0,0,229,113,116,153,76,77,76,37,39,124,63,61,123,63,60,75,34,41,32,18,14,0,0,0,16,11,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,50,55
Shankhla,,,278519,18,78,37,41,12,6,6,0,0,0,78,37,41,60,27,33,18,10,8,46,21,25,46,21,25,27,11,16,9,6,3,0,0,0,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,16
Nongthymmai Pdeng,,,278518,21,98,50,48,26,14,12,0,0,0,98,50,48,65,33,32,33,17,16,55,30,25,55,30,25,35,14,21,10,8,2,1,1,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,20,23
Mynsain,,,278517,61,317,151,166,67,35,32,0,0,0,316,151,165,225,103,122,92,48,44,173,86,87,172,85,87,113,45,68,2,1,1,1,1,0,56,38,18,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,65,79
Laitsohpliah,,,278522,50,251,133,118,55,33,22,0,0,0,247,129,118,133,69,64,118,64,54,161,86,75,107,64,43,24,11,13,57,33,24,0,0,0,26,20,6,54,22,32,24,8,16,9,3,6,0,0,0,21,11,10,27,8,19,14,2,12,7,2,5,0,0,0,6,4,2,27,14,14,10,6,4,2,1,1,0,0,0,15,7,8,90,47,43
Swer,,,278525,275,1365,684,681,296,152,144,0,0,0,1365,684,681,840,418,422,525,266,259,558,324,234,514,311,203,134,60,74,26,16,10,1,1,0,353,234,119,44,13,31,11,5,6,5,0,5,0,0,0,28,8,20,42,11,31,11,5,6,5,0,5,0,0,0,26,6,20,2,2,2,0,0,0,0,0,0,0,0,0,2,2,0,807,360,447
Rikyrshang,,,278535,4,8,5,3,1,1,0,0,0,0,8,5,3,2,1,1,6,4,2,5,4,1,5,4,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
Tynniar,,,278543,36,161,82,79,34,18,16,0,0,0,161,82,79,112,58,54,49,24,25,86,49,37,78,46,32,62,38,24,13,6,7,0,0,0,3,2,1,8,3,5,5,2,3,2,0,2,0,0,0,1,1,0,7,3,4,5,2,3,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,75,33,42
Pdei-Puhbsein,,,278555,43,209,96,113,60,28,32,0,0,0,209,96,113,74,31,43,135,65,70,112,54,58,99,49,50,99,49,50,0,0,0,0,0,0,0,0,0,13,5,8,13,5,8,0,0,0,0,0,0,0,0,0,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0,8,3,3,8,3,5,0,0,0,0,0,0,0,0,0,97,42,55
Krohiawhiar,,,278563,24,88,47,41,22,12,10,0,0,0,88,47,41,34,17,17,54,30,24,41,21,20,41,21,20,40,20,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,26,21
Mawlyndiar,,,278565,56,293,151,142,67,28,39,0,0,0,291,151,140,186,105,81,107,46,61,110,66,44,108,64,44,69,38,31,28,19,9,0,0,0,11,7,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,183,85,98
Tluh,,,278571,18,68,31,37,27,11,16,0,0,0,68,31,37,6,5,1,62,26,36,33,16,17,33,16,17,33,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,20
Jarain,,,278578,26,135,69,66,43,24,19,0,0,0,135,69,66,54,24,30,81,45,36,60,31,29,60,31,29,59,31,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,38,37
Madanlyngkhi-Nonglum,,,278580,199,1041,499,542,195,92,103,0,0,0,1028,495,533,725,342,383,316,157,159,482,270,212,427,259,168,282,146,136,53,52,1,9,8,1,83,53,30,55,11,44,38,5,33,4,2,2,0,0,0,13,4,9,55,11,44,38,5,33,4,2,2,0,0,0,13,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,229,330
Nongthymmai-Lumthangding,,,278583,287,1529,710,819,322,167,155,0,0,0,1512,704,808,1101,495,606,428,215,213,649,336,313,585,305,280,160,74,86,184,97,87,17,11,6,224,123,101,64,31,33,8,6,2,40,19,21,1,1,0,15,5,10,58,29,29,8,6,2,37,18,19,1,1,0,12,4,8,6,2,2,0,0,0,3,1,2,0,0,0,3,1,2,880,374,506
Lumkyntung,,,278582,41,215,118,97,57,36,21,0,0,0,215,118,97,153,80,73,62,38,24,58,49,9,55,47,8,10,8,2,30,26,4,0,0,0,15,13,2,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,69,88
Madanfootball,,,278586,49,274,141,133,52,31,21,0,0,0,274,141,133,151,67,84,123,74,49,148,76,72,148,76,72,139,71,68,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,65,61
Madanlyngdoh,,,278585,266,1445,719,726,315,165,150,0,0,0,1443,717,726,926,444,482,519,275,244,684,362,322,680,361,319,471,231,240,98,60,38,8,8,0,103,62,41,4,1,3,3,0,3,1,1,0,0,0,0,0,0,0,4,1,3,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,357,404
Wahtyngngai-Ummluh,,,278589,129,748,365,383,180,85,95,0,0,0,748,365,383,372,165,207,376,200,176,338,181,157,292,162,130,122,61,61,124,68,56,32,26,6,14,7,7,46,19,27,10,3,7,32,12,20,1,1,0,3,3,0,43,18,25,8,2,6,31,12,19,1,1,0,3,3,0,3,1,1,2,1,1,1,0,1,0,0,0,0,0,0,410,184,226
Mawrohroh,,,278599,50,253,125,128,70,37,33,0,0,0,253,125,128,140,62,78,113,63,50,128,61,67,35,14,21,17,7,10,7,2,5,0,0,0,11,5,6,93,47,46,23,9,14,70,38,32,0,0,0,0,0,0,93,47,46,23,9,14,70,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,64,61
Umkseh,,,278604,182,960,454,506,185,87,98,0,0,0,959,453,506,726,346,380,234,108,126,415,198,217,380,176,204,2,1,1,176,100,76,0,0,0,202,75,127,35,22,13,0,0,0,16,15,1,0,0,0,19,7,12,34,22,12,0,0,0,16,15,1,0,0,0,18,7,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,545,256,289
Mawsawrit,,,278606,34,193,90,103,41,15,26,0,0,0,193,90,103,130,63,67,63,27,36,107,53,54,24,11,13,17,5,12,1,1,0,0,0,0,6,5,1,83,42,41,64,32,32,19,10,9,0,0,0,0,0,0,83,42,41,64,32,32,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,37,49
Nongriwah,,,278609,13,69,36,33,10,7,3,0,0,0,69,36,33,47,21,26,22,15,7,23,17,6,22,16,6,8,8,0,12,7,5,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,19,27
Laitmawsiang,,,278611,154,852,407,445,177,82,95,0,0,0,851,407,444,604,284,320,248,123,125,301,181,120,299,180,119,241,162,79,33,8,25,2,1,1,23,9,14,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,226,325
Kmawan,,,278624,131,794,379,415,189,89,100,0,0,0,781,372,409,463,231,232,331,148,183,233,160,73,225,155,70,168,122,46,5,5,0,14,12,2,38,16,22,8,5,3,3,2,1,0,0,0,0,0,0,5,3,2,8,5,3,3,2,1,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,219,342
Mawlynnu,,,278629,87,525,254,271,131,69,62,0,0,0,523,253,270,323,156,167,202,98,104,320,159,161,148,90,58,42,15,27,43,32,11,0,0,0,63,43,20,172,69,103,138,59,79,26,8,18,0,0,0,8,2,6,61,19,42,34,10,24,19,7,12,0,0,0,8,2,6,111,50,50,104,49,55,7,1,6,0,0,0,0,0,0,205,95,110
Mawksing,,,278632,22,110,52,58,22,10,12,0,0,0,99,47,52,68,33,35,42,19,23,34,25,9,34,25,9,0,0,0,0,0,0,0,0,0,34,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,27,49
Kenmynsaw,,,278636,185,1041,516,525,235,110,125,0,0,0,1039,514,525,378,201,177,663,315,348,636,333,303,272,254,18,259,243,16,10,9,1,0,0,0,3,2,1,364,79,285,343,73,270,11,1,10,7,3,4,3,2,1,249,28,221,232,23,209,9,1,8,5,2,3,3,2,1,115,51,51,111,50,61,2,0,2,2,1,1,0,0,0,405,183,222
Mawsynram Dongshilliang,,,278640,100,496,247,249,96,43,53,0,0,0,488,239,249,319,166,153,177,81,96,189,119,70,71,50,21,2,1,1,0,0,0,5,4,1,64,45,19,118,69,49,0,0,0,1,1,0,0,0,0,117,68,49,118,69,49,0,0,0,1,1,0,0,0,0,117,68,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,128,179
Sohklong,,,278639,17,82,39,43,12,5,7,0,0,0,76,37,39,58,29,29,24,10,14,37,22,15,35,21,14,0,0,0,0,0,0,0,0,0,35,21,14,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,28
Wahmawlyngdiar,,,278646,31,159,84,75,42,24,18,0,0,0,159,84,75,94,50,44,65,34,31,44,27,17,39,26,13,1,0,1,0,0,0,0,0,0,38,26,12,5,1,4,0,0,0,0,0,0,0,0,0,5,1,4,5,1,4,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,57,58
Thieddieng Nongrim,,,278644,52,260,122,138,58,25,33,0,0,0,260,122,138,187,90,97,73,32,41,113,60,53,113,60,53,109,58,51,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,62,85
Dewsaw Nongthymmai,,,278654,19,80,46,34,14,9,5,1,1,0,77,43,34,64,36,28,16,10,6,42,24,18,42,24,18,41,23,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,16
Mawlaitshong,,,278658,2,2,2,0,0,0,0,0,0,0,2,2,0,1,1,0,1,1,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mawrapat,,,278661,73,381,198,183,102,56,46,0,0,0,380,198,182,244,123,121,137,75,62,129,81,48,17,14,3,0,0,0,2,2,0,0,0,0,15,12,3,112,67,45,2,2,0,106,63,43,1,0,1,3,2,1,107,66,41,2,2,0,101,62,39,1,0,1,3,2,1,5,1,1,0,0,0,5,1,4,0,0,0,0,0,0,252,117,135
Mawsawa,,,278663,39,206,100,106,57,27,30,0,0,0,205,99,106,109,53,56,97,47,50,58,50,8,56,49,7,48,43,5,1,1,0,0,0,0,7,5,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,50,98
Mawdiengkhied,,,278673,12,58,33,25,12,8,4,0,0,0,58,33,25,46,25,21,12,8,4,35,20,15,35,20,15,32,20,12,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,10
Lyngkhom,,,278678,51,261,132,129,41,27,14,0,0,0,259,131,128,220,105,115,41,27,14,80,59,21,32,28,4,23,21,2,0,0,0,0,0,0,9,7,2,48,31,17,46,30,16,1,1,0,0,0,0,1,0,1,46,30,16,44,29,15,1,1,0,0,0,0,1,0,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,181,73,108
Mawlyngbna,,,278683,288,1546,754,792,333,156,177,0,0,0,1543,751,792,1074,540,534,472,214,258,570,329,241,411,250,161,151,73,78,73,60,13,15,9,6,172,108,64,159,79,80,6,3,3,0,0,0,0,0,0,153,76,77,80,39,41,1,0,1,0,0,0,0,0,0,79,39,40,79,40,40,5,3,2,0,0,0,0,0,0,74,37,37,976,425,551
Mawdon,,,278686,48,294,134,160,47,21,26,0,0,0,291,132,159,234,104,130,60,30,30,153,76,77,41,30,11,38,27,11,0,0,0,0,0,0,3,3,0,112,46,66,55,35,20,0,0,0,0,0,0,57,11,46,104,42,62,47,31,16,0,0,0,0,0,0,57,11,46,8,4,4,8,4,4,0,0,0,0,0,0,0,0,0,141,58,83
Asimpara  B,,,278689,25,157,87,70,54,29,25,0,0,0,142,81,61,37,27,10,120,60,60,48,32,16,29,28,1,5,5,0,1,1,0,0,0,0,23,22,1,19,4,15,8,0,8,0,0,0,0,0,0,11,4,7,19,4,15,8,0,8,0,0,0,0,0,0,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,55,54
Thyllaw Warding,,,278691,110,614,293,321,92,45,47,0,0,0,612,293,319,506,240,266,108,53,55,314,150,164,274,132,142,238,117,121,1,0,1,0,0,0,35,15,20,40,18,22,4,2,2,4,1,3,0,0,0,32,15,17,40,18,22,4,2,2,4,1,3,0,0,0,32,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,143,157
Umlew Nayapara,,,278696,23,105,56,49,29,17,12,0,0,0,105,56,49,1,1,0,104,55,49,49,25,24,48,24,24,1,1,0,1,1,0,11,0,11,35,22,13,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,31,25
Umlynter,,,278695,15,73,36,37,19,12,7,0,0,0,72,36,36,25,16,9,48,20,28,36,17,19,33,15,18,0,0,0,0,0,0,0,0,0,33,15,18,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,19,18
Kyndong Wahrit,,,278694,17,73,38,35,17,7,10,4,2,2,68,36,32,19,18,1,54,20,34,20,16,4,16,15,1,5,5,0,8,8,0,0,0,0,3,2,1,4,1,3,0,0,0,2,0,2,0,0,0,2,1,1,4,1,3,0,0,0,2,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,22,31
Dholai Bhowal,,,278693,53,276,149,127,55,32,23,0,0,0,273,147,126,145,81,64,131,68,63,60,57,3,56,54,2,8,8,0,37,35,2,0,0,0,11,11,0,4,3,1,2,2,0,2,1,1,0,0,0,0,0,0,4,3,1,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,92,124
Domjri,,,278699,15,73,40,33,11,8,3,0,0,0,70,39,31,22,10,12,51,30,21,24,13,11,16,8,8,0,0,0,0,0,0,1,1,0,15,7,8,8,5,3,0,0,0,0,0,0,0,0,0,8,5,3,8,5,3,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,27,22
